P,q_CO2,CO2_err,q_CH4,CH4_err
1.0,5.94918e-05,4.05099e-05,0.0,0.0
2.0,0.0001189836,7.39053e-05,0.0,0.0
3.0,0.0001977228,0.0001098871,0.0,0.0
4.0,0.0002554648,0.0001388387,0.0,0.0
5.0,0.0003097074,0.0001511695,0.0,0.0
6.0,0.0003691992,0.0001836497,0.0,0.0
7.0,0.00043569,0.0002092115,0.0,0.0
8.0,0.0004916823,0.0002071526,0.0,0.0
9.0,0.0005371761,0.0002060263,0.0,0.0
10.0,0.0005966679,0.0002252777,0.0,0.0
20.0,0.0011215957,0.0002526933,1.7498e-06,6.999e-06
30.0,0.0016745196,0.0003542301,1.7498e-06,6.999e-06
40.0,0.0022764368,0.0002274418,3.4995e-06,8.572e-06
50.0,0.0027996148,0.0002753301,6.999e-06,1.3094e-05
60.0,0.0034365271,0.000445196,1.7498e-06,6.999e-06
70.0,0.0039929506,0.0003001436,1.39981e-05,2.09971e-05
80.0,0.0045161286,0.0003105317,1.22483e-05,2.6188e-05
90.0,0.0052685251,0.0002109603,1.22483e-05,2.6188e-05
100.0,0.0057392103,0.0003793388,8.7488e-06,1.56503e-05
200.0,0.0112562011,0.0009080964,1.74976e-05,2.47453e-05
300.0,0.0174818445,0.0007225807,3.49952e-05,4.28602e-05
400.0,0.0228536053,0.0014882379,6.47411e-05,2.37349e-05
500.0,0.0291142439,0.0010346627,6.47411e-05,3.9282e-05
600.0,0.0350809229,0.0022351871,0.0001102348,2.84302e-05
700.0,0.0416617673,0.0019526874,9.97363e-05,3.60297e-05
800.0,0.0456389701,0.0015602359,0.0001137344,3.67033e-05
900.0,0.0523615451,0.0021380024,0.0001224831,3.83353e-05
1000.0,0.0581235022,0.0039717392,0.0001224831,3.13006e-05
2000.0,0.1176293142,0.0056534437,0.0003027083,7.05133e-05
3000.0,0.1791316015,0.0057928924,0.0003744485,5.57731e-05
4000.0,0.2310697048,0.0091244372,0.0005371761,0.0001806918
5000.0,0.2866070629,0.0123327847,0.0006719075,8.52907e-05
6000.0,0.3501968129,0.024200472,0.0007803926,4.87427e-05
7000.0,0.4008453437,0.0172306972,0.0009186236,0.0002240785
8000.0,0.4575672887,0.0220127016,0.0010918498,0.0001086543
9000.0,0.5115683582,0.0128518881,0.0011723387,0.0003614852
10000.0,0.5659683728,0.035862694,0.0013175687,0.0001367054
20000.0,1.1184268545,0.0457392892,0.0026386369,0.0002448663
30000.0,1.5922896509,0.0609040192,0.0034960189,0.0002931251
40000.0,1.9546507901,0.0843030901,0.0043079072,0.0004725775
50000.0,2.2947882371,0.0805751619,0.0050358071,0.0005776432
60000.0,2.5571331385,0.0789893669,0.0054225039,0.0002962007
70000.0,2.7373513405,0.0768304558,0.0059491814,0.0002481946
80000.0,2.9205581312,0.0731116003,0.0060909119,0.0002852483
90000.0,3.0528241814,0.0310245455,0.0065091043,0.0003932873
100000.0,3.1415054788,0.0399180495,0.0067575702,0.000782876
200000.0,3.6487379337,0.0313769449,0.00748547,0.0005619534
300000.0,3.8429437109,0.0511187074,0.0078231735,0.0004896075
400000.0,3.9336704769,0.0272746605,0.0080208963,0.0006282976
500000.0,3.9823120339,0.0205249249,0.0083393525,0.0009291469
1000000.0,4.1040007895,0.0204937652,0.0082711119,0.0008421124
2000000.0,4.1673823182,0.0180471915,0.009048005,0.0006116053
3000000.0,4.1936269569,0.034041296,0.0094784458,0.0006420067
4000000.0,4.2132995,0.0341288238,0.0097829039,0.0002178152
5000000.0,4.2249931409,0.0311024385,0.0104250655,0.0003674661
