P,q_CO2,CO2_err,q_CH4,CH4_err
1.0,0.0001434803,7.05133e-05,3.4995e-06,1.39981e-05
2.0,0.0002537151,0.0001020276,3.4995e-06,1.39981e-05
3.0,0.0003359538,9.29845e-05,5.2493e-06,2.09971e-05
4.0,0.0004671857,6.60288e-05,6.999e-06,2.04055e-05
5.0,0.0005809201,7.13765e-05,8.7488e-06,1.91677e-05
6.0,0.0007139018,0.0001445432,8.7488e-06,2.71072e-05
7.0,0.0008241366,0.0001768556,8.7488e-06,1.91677e-05
8.0,0.0007751433,0.0001053349,1.04986e-05,1.3094e-05
9.0,0.0009396207,5.70754e-05,5.2493e-06,8.572e-06
10.0,0.0010078613,4.05099e-05,5.2493e-06,8.572e-06
20.0,0.0020472183,0.0001304715,1.22483e-05,3.24532e-05
30.0,0.0029483443,0.000163019,2.27469e-05,4.22848e-05
40.0,0.0040821883,0.0003815278,4.02445e-05,4.77271e-05
50.0,0.0050708023,0.0003105712,6.64909e-05,3.9282e-05
60.0,0.0061958974,0.0009317135,9.4487e-05,8.38425e-05
70.0,0.0073384902,0.0006549244,7.69894e-05,3.73646e-05
80.0,0.008190623,0.0011621036,9.62368e-05,7.25676e-05
90.0,0.0095694332,0.0008508509,9.62368e-05,4.6951e-05
100.0,0.0106385361,0.0009723373,0.000101486,5.02275e-05
200.0,0.0212753225,0.0013031372,0.0002659634,8.75579e-05
300.0,0.0316898895,0.0018824807,0.0003552011,7.87197e-05
400.0,0.0428795998,0.0023303062,0.0004846833,0.0001023871
500.0,0.052303803,0.0026500067,0.0006141655,5.35323e-05
600.0,0.0634235229,0.0050931353,0.000705153,9.68551e-05
700.0,0.0761897663,0.0039972345,0.0008521327,0.000140243
800.0,0.0824364068,0.0075010331,0.0010061116,0.0001667329
900.0,0.0963207463,0.0021661595,0.0012108334,0.0001636189
1000.0,0.104702093,0.0048670313,0.0012930721,0.0002266327
2000.0,0.215712068,0.0067550533,0.0024759093,0.0001217309
3000.0,0.3136600904,0.0035278791,0.0039632047,0.000318437
4000.0,0.4233419981,0.0176295015,0.0052387791,0.0004841998
5000.0,0.5305479966,0.035507206,0.0065126039,0.0006151194
6000.0,0.6335160782,0.0682229006,0.0077339358,0.0004889317
7000.0,0.72325598,0.0341067483,0.0090760011,0.0007295971
8000.0,0.8500067891,0.0578138763,0.0103148307,0.0004122902
9000.0,0.9473458952,0.0329573606,0.0114906689,0.0007541929
10000.0,1.0547828619,0.0442554955,0.0123270538,0.0006968349
20000.0,1.8567937552,0.0942139491,0.0223146795,0.0014558417
30000.0,2.4720318484,0.0513579968,0.0284143402,0.0019793606
40000.0,2.8704485263,0.1251874796,0.0313381879,0.0021540666
50000.0,3.0944614521,0.0425782985,0.0340275678,0.0015339152
60000.0,3.2672624247,0.068796125,0.0352926437,0.0021021302
70000.0,3.4141984563,0.0526606783,0.0373276137,0.0020405104
80000.0,3.4891546423,0.047446269,0.0378385434,0.0015353277
90000.0,3.5597644264,0.0465650869,0.0388901487,0.0007330134
100000.0,3.6271214081,0.0285465514,0.0396915384,0.0027743127
200000.0,3.8914627847,0.0265804022,0.041504289,0.0020804924
300000.0,3.9917502352,0.0239918252,0.041875238,0.0029851036
400000.0,4.0273245901,0.0102838041,0.0426941253,0.0016143746
500000.0,4.0586085355,0.0209048955,0.043161311,0.0016372586
1000000.0,4.1221247956,0.0172326516,0.0441744216,0.0020666545
2000000.0,4.1696447569,0.0329123462,0.0462408873,0.003331729
3000000.0,4.1844529693,0.0457931307,0.04774743,0.0024276319
4000000.0,4.1878282548,0.0753021,0.0527027481,0.0040694901
5000000.0,4.2036023343,0.0130021612,0.0560587863,0.0048519735
