Pressure (bar),CO2 Loading,CO2 Std,CO2 CV,CH4 Loading,CH4 Std,CH4 CV,Selectivity CI
1e-05,2.0833e-06,1.2255682376678423e-06,58.82821665952298,1.389e-07,4.4753579549671594e-07,322.19999675789484,0.7319531562536012
3e-05,5.4167e-06,2.776639022060348e-06,51.26071264903628,1.9444e-06,2.1693725781709056e-06,111.57028276953844,0.6761424479015666
5e-05,9.3056e-06,5.416423595497781e-06,58.20606511668007,3.3333e-06,3.116479468640737e-06,93.49531901241224,0.7675680568573888
7e-05,1.52778e-05,4.639760503312875e-06,30.36929730270638,5.4167e-06,3.2731492170642637e-06,60.42699830273531,0.400019573042956
0.0001,2.27778e-05,3.195821217842369e-06,14.030420926702178,7.5e-06,4.441285305310011e-06,59.21713740413348,0.1833820515049513
0.0003,7e-05,9.839907350986917e-06,14.057010501409884,2.08333e-05,5.151091898167655e-06,24.725280671653817,0.18207778807951763
0.0005,0.0001190278,9.53502560405476e-06,8.01075513792136,3.15278e-05,4.101444858729622e-06,13.008978928848894,0.10288031953931491
0.0007,0.0001644444,1.0646373942871928e-05,6.474148066381055,4.54167e-05,7.508145974450033e-06,16.53168542507499,0.08338330303341022
0.001,0.0002283333,2.228979577571116e-05,9.761955779429089,6.73611e-05,1.0566146143679212e-05,15.685827790340735,0.12635501830286744
0.003,0.0006805556,2.4284858155636046e-05,3.5683870877906294,0.0001959722,1.0432594245023065e-05,5.323507234711386,0.04610040053782785
0.005,0.0011091667,1.2119713978046592e-05,1.0926864264899578,0.0003266667,2.587773438960789e-05,7.921754617047862,0.014141409585401646
0.007,0.0015755556,5.933973450289986e-05,3.7662735928138535,0.0004527778,2.8222705966011847e-05,6.233235367549347,0.04864938884958161
0.01,0.0022156944,3.62212403355274e-05,1.634757949269872,0.0006520833,3.7925436668379095e-05,5.816041703319054,0.021155607425928567
0.03,0.0066469444,0.00016595643838007997,2.496732760094698,0.0019730556,3.6795803479745915e-05,1.8649146775055865,0.03233279873684688
0.05,0.0112588889,9.675319537643066e-05,0.8593494103705976,0.0032869444,2.7932001018937037e-05,0.8497862336502265,0.011113866709542184
0.07,0.01580125,0.000306333580117549,1.9386667517920988,0.0046036111,0.00014194359757170678,3.083309916680555,0.025068527534011318
0.1,0.0227118056,0.0001779860169090335,0.7836718050679049,0.0066073611,0.00013051669413668884,1.9753225555765193,0.010132359647017744
0.3,0.0687591667,0.0006072949585891553,0.883220358441539,0.0198616667,0.00017893618469947258,0.9009122315977268,0.01141315734391669
0.5,0.1143741667,0.0009364514143770515,0.8187613002098064,0.0329605556,0.0006666632883417674,2.0226093771968077,0.010578297376075046
0.7,0.1585191667,0.002753338887644803,1.7369122895123084,0.0458663889,0.0005756777145573007,1.2551188972221459,0.02244764313897268
1.0,0.2268016667,0.0028321515844517585,1.2487349081953456,0.0657358333,0.0014444336208155313,2.1973306616857493,0.01614063495681365
3.0,0.6582852778,0.008289962575033082,1.2593267470204208,0.1898447222,0.0030138104396738342,1.5875134187290216,0.01627126349726159
5.0,1.0321227778,0.011116724478489073,1.0770738440812921,0.2945808333,0.006838061083242696,2.3212851313645517,0.013905456118196468
7.0,1.3379230556,0.013634471695104495,1.0190774154041342,0.3767236111,0.0039875260557759185,1.058475215857241,0.013143451505939723
10.0,1.6883208333,0.016908014560014797,1.0014692839492072,0.4692952778,0.003050532862104319,0.6500241972186149,0.01290426740063899
30.0,2.6029033333,0.0076934617190853125,0.2955723180595964,0.6924888889,0.00528224090979798,0.7627907096370423,0.0037970674246211693
50.0,2.8252941667,0.0061539052348769455,0.21781467244753597,0.7461241667,0.008251988566715192,1.1059806041684124,0.002796798190676463
