composition,log_target,Ag,Al,B,Ba,Bi,Br,C,Ca,Ce,Cl,Co,Cr,Cu,Er,F,Fe,Ga,Gd,Ge,H,Hf,I,In,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ni,O,P,Pb,Pr,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Te,Ti,V,W,Y,Zn,Zr,Density (g/cm3),POAV (cm3/g),a,b,c
Li5.4La3Nb1.8Y0.2O12,-4.171340103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133928571,0.241071429,0,0,0,0,0,0,0.080357143,0,0,0.535714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008928571,0,0,5.91364,0,12.8306,12.8306,12.8306
Li5.5La2.75K0.25Nb2O12,-4.974694135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0.122222222,0.244444444,0,0,0,0,0,0,0.088888889,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06115,0.0243379,14.89244002,13.28078561,6.73604142
Li5.5La3Nb1.75In0.25O12,-4.619788758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0,0.133333333,0.244444444,0,0,0,0,0,0,0.077777778,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31836,0.0263896,10.37670698,5.75660173,22.02826654
Li5.5La3Nb1.75Y0.25O12,-4.037157319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.244444444,0,0,0,0,0,0,0.077777778,0,0,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0,0,5.87564,0,12.8582,12.8582,12.8582
Li5.5La3Ta1.75Sm0.25O12,-5.286509457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0.244444444,0,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0,0,0,0,0.011111111,0,0,0.077777778,0,0,0,0,0,0,0,7.03752,0,12.8206,12.8206,12.8206
Li5.70La3Ta1.65Sm0.35O12,-4.66756154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13215859,0.251101322,0,0,0,0,0,0,0,0,0,0.528634361,0,0,0,0,0,0,0,0,0.015418502,0,0,0.072687225,0,0,0,0,0,0,0,7.02058,0,12.8309,12.8309,12.8309
Li5.74La3Zr1.5Ta0.5O12,-3.04431225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13215859,0.252863436,0,0,0,0,0,0,0,0,0,0.528634361,0,0,0,0,0,0,0,0,0,0,0,0.022026432,0,0,0,0,0,0,0.066079295,5.50081,0,12.9307,12.9307,12.9307
Li5.90La3Ta1.55Sm0.45O12,-4.928117993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131004367,0.257641921,0,0,0,0,0,0,0,0,0,0.524017467,0,0,0,0,0,0,0,0,0.019650655,0,0,0.06768559,0,0,0,0,0,0,0,6.99536,0,12.8463,12.8463,12.8463
Li51.2Al1.6La24Zr16O96,-3.595166283,0,0.008474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127118644,0.271186441,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084745763,7.44127,0,12.959,12.959,12.959
Li5AlO4,-9.301029996,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25176,0,8.947,9.12,9.087
Li5AlS4,-8.853871964,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87832,0.00547296,6.2488,7.8369,6.8583
Li5BiO5,-8.408935393,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64405,0,9.964,4.148,5.9409
Li5GaO4,-8.301029996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9147,0,9.094,9.202,9.173
Li5La3Bi2O12,-4.721246399,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73549,0,13.0652,13.0652,13.0652
Li5La3Nb2O12,-5.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0.090909091,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30037,0,12.797,12.797,12.797
Li5La3Nb2O12,-5.294136288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0.090909091,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96409,0,12.79432,12.79432,12.79432
Li5La3Sb2O12,-5.107905397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97824,0,12.8566,12.8566,12.8566
Li5La3Sb2O12,-5.477555766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99214,0,12.84665,12.84665,12.84665
Li5La3Ta2O12,-5.179798541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,7.04246,0,12.8176,12.8176,12.8176
Li5La3Ta2O12,-4.468521083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,6.33387,0.00796038,12.823,12.823,12.823
Li5La3Ta2O12,-4.798602876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.227272727,0,0,0,0,0,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,7.04246,0,12.8176,12.8176,12.8176
Li5Nd3Sb2O12,-6.886056648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727,0,0,0,0,0,0,0,0.136363636,0,0.545454545,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36228,0,12.66238,12.66238,12.66238
Li5NI2,-6.823908741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.625,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99267,0.0433793,4.105994295,6.537592263,12.50655499
Li5PS4(BH4)2,-2.099086932,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27114,0.192442,6.07293952,7.23288379,7.41239898
Li6(La2Ca)(NbO6)2,-5.876148359,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7979,0,12.72185,12.72185,12.72185
Li6(La2Sr)(NbO6)2,-5.432973634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,5.65148,0,12.83078,12.83078,12.83078
Li6.025P0.975Si0.025S5Br,-3.056505484,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463461538,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0.384615385,0,0,0,0.001923077,0,0,0,0,0,0,0,0,0,0,0,2.96508,0,9.9819,9.9819,9.9819
Li6.05Ga0.25La3Zr2O11.8F0.2,-2.89279003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008583691,0,0.010729614,0,0,0,0,0,0,0,0.128755365,0.259656652,0,0,0,0,0,0,0,0,0,0.506437768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08583691,5.45233,0,12.96891,12.96891,12.96891
Li6.05P0.95Si0.05S5Br,-3.359518563,0,0,0,0,0,0.076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461832061,0,0,0,0,0,0,0,0,0,0,0.072519084,0,0,0.381679389,0,0,0,0.003816794,0,0,0,0,0,0,0,0,0,0,0,2.96045,0,9.9871,9.9871,9.9871
Li6.075P0.925Si0.075S5Br,-3.058985756,0,0,0,0,0,0.076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463740458,0,0,0,0,0,0,0,0,0,0,0.070610687,0,0,0.381679389,0,0,0,0.005725191,0,0,0,0,0,0,0,0,0,0,0,2.9545,0,9.9938,9.9938,9.9938
Li6.10La3Ta1.45Sm0.55O12,-4.853871964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12987013,0.264069264,0,0,0,0,0,0,0,0,0,0.519480519,0,0,0,0,0,0,0,0,0.023809524,0,0,0.062770563,0,0,0,0,0,0,0,6.98524,0,12.8525,12.8525,12.8525
Li6.10P0.90Si0.10S5Br,-3.09420412,0,0,0,0,0,0.076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465648855,0,0,0,0,0,0,0,0,0,0,0.06870229,0,0,0.381679389,0,0,0,0.007633588,0,0,0,0,0,0,0,0,0,0,0,1.8943,0.0906087,18.85319465,8.1367534,17.97307718
Li6.125P0.875Si0.125S5Br,-3.044793462,0,0,0,0,0,0.076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467557252,0,0,0,0,0,0,0,0,0,0,0.066793893,0,0,0.381679389,0,0,0,0.009541985,0,0,0,0,0,0,0,0,0,0,0,2.94036,0,10.0098,10.0098,10.0098
Li6.175P0.825Si0.175S5Br,-3.031050319,0,0,0,0,0,0.075757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46780303,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0.378787879,0,0,0,0.013257576,0,0,0,0,0,0,0,0,0,0,0,2.932,0,10.0193,10.0193,10.0193
Li6.1P0.95Si0.1S5Br,-3.097453221,0,0,0,0,0,0.076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465648855,0,0,0,0,0,0,0,0,0,0,0.072519084,0,0,0.381679389,0,0,0,0.007633588,0,0,0,0,0,0,0,0,0,0,0,2.94689,0,10.0024,10.0024,10.0024
Li6.20P0.80Si0.20S5Br,-2.70333481,0,0,0,0,0,0.075757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46969697,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.378787879,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,1.81198,0.117352,10.77491237,11.27561623,12.04916458
Li6.225P0.775Si0.225S5Br,-2.966576245,0,0,0,0,0,0.075757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471590909,0,0,0,0,0,0,0,0,0,0,0.058712121,0,0,0.378787879,0,0,0,0.017045455,0,0,0,0,0,0,0,0,0,0,0,2.92132,0,10.0315,10.0315,10.0315
Li6.25Ba1.25La1.75Ta2O12,-3.88941029,0,0,0,0.05387931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075431034,0.269396552,0,0,0,0,0,0,0,0,0,0.517241379,0,0,0,0,0,0,0,0,0,0,0,0.086206897,0,0,0,0,0,0,0,4.71746,0.0296855,8.94353513,15.85006694,10.46349793
Li6.25La3Zr2Ga0.25O12,-3.455931956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010638298,0,0,0,0,0,0,0,0.127659574,0.265957447,0,0,0,0,0,0,0,0,0,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085106383,4.0307,0.0331605,6.36112956,21.93141716,10.15883375
Li6.25P0.75Si0.25S5Br,-2.850780887,0,0,0,0,0,0.075757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473484848,0,0,0,0,0,0,0,0,0,0,0.056818182,0,0,0.378787879,0,0,0,0.018939394,0,0,0,0,0,0,0,0,0,0,0,2.91695,0,10.0365,10.0365,10.0365
Li6.25PS5.25Cl0.75,-1.853871964,0,0,0,0,0,0,0,0,0,0.056818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473484848,0,0,0,0,0,0,0,0,0,0,0.075757576,0,0,0.397727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61461,0.1191,6.03463214,26.71794193,7.18180003
Li6.2La3Zr1.2Sb0.8O12,-3.346787486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129310345,0.267241379,0,0,0,0,0,0,0,0,0,0.517241379,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051724138,4.18814,0.0297363,9.73501145,7.60788478,24.74340098
Li6.2La3Zr1.2Ta0.8O12,-3.494850022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129310345,0.267241379,0,0,0,0,0,0,0,0,0,0.517241379,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0.051724138,5.53104,0,12.9071,12.9071,12.9071
Li6.2P0.8Si0.2S5Br,-2.772113295,0,0,0,0,0,0.075757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46969697,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0.378787879,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,2.92788,0,10.024,10.024,10.024
Li6.35P0.65Si0.35S5Br,-2.630784143,0,0,0,0,0,0.07518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477443609,0,0,0,0,0,0,0,0,0,0,0.04887218,0,0,0.37593985,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,2.90799,0,10.0468,10.0468,10.0468
Li6.3P0.7Si0.3S5Br,-2.782516056,0,0,0,0,0,0.07518797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.37593985,0,0,0,0.022556391,0,0,0,0,0,0,0,0,0,0,0,2.90339,0,10.0521,10.0521,10.0521
Li6.4La3Zr1.4Sb0.6O12,-3.180456064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.273504274,0,0,0,0,0,0,0,0,0,0.512820513,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05982906,4.20142,0.0269528,6.6431381,28.71490361,9.40551553
Li6.4La3Zr1.4Ta0.6O12,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128205128,0.273504274,0,0,0,0,0,0,0,0,0,0.512820513,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0.05982906,5.52718,0,12.9101,12.9101,12.9101
Li6.4La3Zr2Ga0.2O12,-3.045757491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008474576,0,0,0,0,0,0,0,0.127118644,0.271186441,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084745763,4.34904,0.0171072,6.47647376,14.31817833,18.56359307
Li6.50P0.50Si0.50S5Br,-2.638272164,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481481481,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0.37037037,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,1.91557,0.0808116,9.56739706,7.34923239,8.23090036
Li6.5La3Nb1.25Y0.75O12,-3.568636236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127659574,0.276595745,0,0,0,0,0,0,0.053191489,0,0,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031914894,0,0,5.75317,0,12.9488,12.9488,12.9488
Li6.5La3Zr1.5Ta0.5O12,-3.552841969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127659574,0.276595745,0,0,0,0,0,0,0,0,0,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0.063829787,5.51244,0,12.9216,12.9216,12.9216
Li6.5La3Zr1.5Ta0.5O12,-3.036212173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127659574,0.276595745,0,0,0,0,0,0,0,0,0,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0.063829787,5.86584,0,12.9445,12.9445,12.9445
Li6.5La3Zr1.75Mo0.25O12,-3.477555766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127659574,0.276595745,0,0,0,0.010638298,0,0,0,0,0,0.510638298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074468085,5.46915,0,12.9556,12.9556,12.9556
Li6.5O8P1.5Si0.5,-6.347753659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393939394,0,0,0,0,0,0,0,0,0,0.484848485,0.090909091,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,3.26863,0,10.52587,6.11525,4.97031
Li6.5P0.5Si0.5S5Br,-2.659555885,0,0,0,0,0,0.074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481481481,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0.37037037,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,2.90339,0,10.0521,10.0521,10.0521
Li6.6La3Zr1.6Sb0.4O12,-3.113509275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127118644,0.279661017,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06779661,2.94207,0,12.9282,12.9282,12.9282
Li6.6La3Zr1.6Ta0.4O12,-3.327902142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127118644,0.279661017,0,0,0,0,0,0,0,0,0,0.508474576,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0.06779661,5.49214,0,12.9375,12.9375,12.9375
Li6.6P0.4Ge0.6S5I,-2.283162277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044117647,0,0,0.073529412,0,0,0,0.485294118,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0.367647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43356,0,10.23476,10.23476,10.23476
Li6.75La3Zr1.75Nb0.25O12,-3.096910013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12605042,0.283613445,0,0,0,0,0,0,0.010504202,0,0,0.504201681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073529412,4.02784,0.030314,13.07378955,8.77947911,12.38512579
Li6.75La3Zr1.75Ta0.25O12,-3.060480747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12605042,0.283613445,0,0,0,0,0,0,0,0,0,0.504201681,0,0,0,0,0,0,0,0,0,0,0,0.010504202,0,0,0,0,0,0,0.073529412,5.46333,0,12.9602,12.9602,12.9602
Li6.7La3Zr1.7Ta0.3O12,-3.161150909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126582278,0.282700422,0,0,0,0,0,0,0,0,0,0.506329114,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0,0,0,0,0,0,0.071729958,5.43146,0,12.9855,12.9855,12.9855
Li6.7P0.3Ge0.7S5I,-2.256490235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051094891,0,0,0.072992701,0,0,0,0.489051095,0,0,0,0,0,0,0,0,0,0,0.02189781,0,0,0.364963504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28438,0,10.2851,10.2851,10.2851
Li6.8La3Zr1.8Ta0.2O12,-3.552841969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12605042,0.285714286,0,0,0,0,0,0,0,0,0,0.504201681,0,0,0,0,0,0,0,0,0,0,0,0.008403361,0,0,0,0,0,0,0.075630252,5.48285,0,12.9448,12.9448,12.9448
Li6.8P0.2Ge0.8S5I,-2.588380294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057971014,0,0,0.072463768,0,0,0,0.492753623,0,0,0,0,0,0,0,0,0,0,0.014492754,0,0,0.362318841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27033,0,10.2998,10.2998,10.2998
Li6Ba0.5Sr0.5La2Ta2O12,-5.148741651,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0.02173913,0.086956522,0,0,0,0,0,0,0,6.34104,0,12.91529,12.91529,12.91529
Li6BaLa2Nb2O12,-5.22184875,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50299,0.0134044,10.0485371,5.53423755,5.53423755
Li6BaLa2Ta2O12,-4.530177984,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,6.22183,0,12.99726,12.99726,12.99726
Li6BaLa2Ta2O12,-4.886056648,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,6.46821,0,13.001,13.001,13.001
Li6BaLa2Ta2O12,-4.772113295,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,6.47718,0,12.995,12.995,12.995
Li6BaLa2Ta2O12,-4.823908741,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,6.22183,0,12.99726,12.99726,12.99726
Li6CaLa2Nb2O12,-5.795880017,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0.086956522,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.807,0,12.7152,12.7152,12.7152
Li6CaLa2Ta2O12,-5.657577319,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,5.01736,0,12.725,12.725,12.725
Li6CaLa2Ta2O12,-5.657577319,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0.52173913,0,0,0,0,0,0,0,0,0,0,0,0.086956522,0,0,0,0,0,0,0,4.76708,0,12.70877,12.70877,12.70877
Li6CoCl8,-5.821821295,0,0,0,0,0,0,0,0,0,0.533333333,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377,0,10.23953583,10.23953583,10.23953583
Li6CuB4O10,-13,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54628,0.00846725,3.31218,6.68272,9.27858
Li6FeCl8,-7.047042731,0,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,10.25098456,10.25098456,10.25098456
Li6Ge2O7,-6.070581074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26445,0,8.071,5.304,15.99435072
