Pressure (bar),CO2 Loading,CO2 Std,CO2 CV,CH4 Loading,CH4 Std,CH4 CV,Selectivity CI
1e-05,7.66667e-05,9.587383103527917e-06,12.505276871872557,2.41667e-05,1.0311930346237234e-05,42.66999774995028,0.16277892262094917
3e-05,0.0002304167,3.7168105575999664e-05,16.130821062882884,7.75e-05,2.5945315838927856e-05,33.47782688893917,0.2112826137571311
5e-05,0.0003829167,5.540961949244626e-05,14.470410794944765,0.0001329167,2.5419002144223836e-05,19.1240093564043,0.19016005069995265
7e-05,0.00052875,7.11461895340986e-05,13.455544119924085,0.0001845833,3.459380815190327e-05,18.741569877612584,0.1769319640714069
0.0001,0.0007454167,8.852871825918865e-05,11.87640661380254,0.0002633333,2.2120721327412455e-05,8.400274985128146,0.15637131983273525
0.0003,0.0022725,0.0001250111822420875,5.501042122864136,0.0007833333,7.300906936535355e-05,9.320307124100758,0.07223693657351302
0.0005,0.0038316667,0.00015373531195305383,4.012230812065512,0.0013191667,5.047335444211693e-05,3.826154377768703,0.05267978029201975
0.0007,0.0052633333,0.00032410049343877125,6.157704157530196,0.00187,0.00010154753132818813,5.430349268887066,0.08112725148226119
0.001,0.0077620833,0.00034117330741697773,4.395383226781111,0.0026508333,0.0001128938042140174,4.258804362161038,0.05766147472419058
0.003,0.0232408333,0.00047346016833585446,2.037191017311133,0.0079558333,0.0002832833923494892,3.56070045295556,0.026731821155592514
0.005,0.0382441667,0.0008078136295214563,2.1122531858471802,0.0131770833,0.00027078098532529345,2.054938708062151,0.02773577470874551
0.007,0.0544879167,0.0017777551559615167,3.262659436493957,0.0186495833,0.00023945283524052984,1.2839580991631583,0.04281162528816763
0.01,0.0774591667,0.002171375534450751,2.803251864121527,0.0263545833,0.0004973069955958982,1.8869848554801405,0.03676058346394168
0.03,0.2297491667,0.005615262637846982,2.44408400626725,0.0791204167,0.0006847387887098846,0.8654388048867349,0.03209129016074289
0.05,0.3816825,0.005167442098103131,1.353858795753835,0.13135,0.000935665649134958,0.7123453742938394,0.017775094278412475
0.07,0.51099125,0.01176336787003229,2.3020683563627147,0.183745,0.0023797384865041197,1.295131016628545,0.030370899867269947
0.1,0.69721625,0.019385655932033778,2.7804366194898322,0.25966875,0.0020331750953413792,0.7829879780841473,0.03683441863055059
0.3,1.7774433333,0.059049492879420386,3.322158955683225,0.7299941667,0.007906919861337411,1.0831483622781957,0.04458630624284492
0.5,2.5852941667,0.03953797862080305,1.5293415786131341,1.1232191667,0.012196286579376088,1.0858331963127537,0.02070074504785618
0.7,3.219295,0.032985781268583876,1.0246274811281315,1.4382291667,0.00957136307803912,0.6654963826106031,0.013932098393048195
1.0,3.8827041667,0.04110962872173848,1.0587885905476673,1.8113541667,0.026325609703351186,1.4533662266232712,0.014504511758146701
3.0,5.9224133333,0.025911122847571924,0.43750953183022956,2.9917658333,0.016071040622536763,0.5371757523151457,0.006085217647043847
5.0,6.550935,0.06493925517385524,0.9912975044608936,3.423645,0.022660108689734927,0.6618708624794605,0.013885931093286641
7.0,6.8430141667,0.05859847192710875,0.8563254510309963,3.6550375,0.05865626985407716,1.6048062394456188,0.012052416331270516
10.0,7.0498425,0.09828081427020917,1.3940852475811931,3.8561691667,0.07645144680066498,1.9825750244792804,0.019726990960997576
30.0,7.5469383333,0.03198983538315549,0.4238783195299743,4.1390783333,0.021505878270049253,0.5195813303901178,0.006001772422107236
50.0,7.6444091667,0.04626669340234603,0.6052357009340829,4.24174,0.03581808823398407,0.8444197012071478,0.008593006792263085
