Pressure (bar),CO2 Loading,CO2 Std,CO2 CV,CH4 Loading,CH4 Std,CH4 CV,Selectivity CI
1e-05,2.375e-05,5.45323494512737e-06,22.960989242641556,1.16667e-05,3.4227305655591164e-06,29.33760674020174,0.3175883414588079
3e-05,5.875e-05,1.594132813959198e-05,27.13417555675231,3.25e-05,1.0091062248459698e-05,31.049422302952923,0.384969338638512
5e-05,0.00010375,8.596215363501445e-06,8.285508784097779,6.5e-05,1.2629514922916772e-05,19.4300229583335,0.12138157587348096
7e-05,0.0001491667,2.1077679387907963e-05,14.130284700209875,9.54167e-05,1.8431934114530508e-05,19.317304113986864,0.208241481955928
0.0001,0.0002104167,2.5025998698178398e-05,11.893542051642477,0.0001320833,2.6478234633565415e-05,20.046618030867954,0.17433420169245686
0.0003,0.0005845833,4.8987448607068706e-05,8.379891900276439,0.0003979167,1.545335624450215e-05,3.8835656418798576,0.12584738292611733
0.0005,0.001,5.315180301516531e-05,5.315180301516531,0.0006591667,4.46570806506426e-05,6.774778011486715,0.07903197752572749
0.0007,0.0013904167,7.124744088307976e-05,5.124179023675404,0.0009054167,3.216401742635279e-05,3.552399400889424,0.07591365146047345
0.001,0.0020375,7.020899029352907e-05,3.4458400144063352,0.0012966667,5.9835439197911884e-05,4.614558174271915,0.05070708702827942
0.003,0.0059820833,0.00030819517114881695,5.151970571001861,0.00397875,0.00011044870898862093,2.775965038985132,0.07681509841981618
0.005,0.0098791667,0.000574524882968901,5.8155196730195975,0.0065770833,0.00012817180311028406,1.948763566827321,0.08673418223861352
0.007,0.0140958333,0.0006186033729753654,4.388554829003017,0.0092441667,0.0001784868768039937,1.9308054754572275,0.06515336840571412
0.01,0.0203866667,0.0006082932147291105,2.983779661876311,0.0132804167,0.00029982119323307925,2.2576188684883602,0.04420898813441499
0.03,0.0607475,0.0007482507715208016,1.2317392016474777,0.0395058333,0.0003314330404149882,0.8389470939598891,0.01824082876260635
0.05,0.1012991667,0.0029478809902872428,2.9100742743693693,0.065355,0.0003218964038109497,0.49253523649445297,0.04299394208254819
0.07,0.1430104167,0.003791512707398283,2.6512143624837665,0.0914095833,0.00037963085738000255,0.41530750242464193,0.039063023767912194
0.1,0.2055354167,0.006092296487446878,2.964110315031111,0.1297058333,0.0015096192715096074,1.1638792435942105,0.04351307722185502
0.3,0.5820733333,0.009900011827182122,1.7008186530475649,0.3749033333,0.003950679827996679,1.0537862635740614,0.025115770822957545
0.5,0.9277166667,0.017386313527901962,1.8740973566581676,0.6038241667,0.007496983677762354,1.241583906575754,0.027760398902825157
0.7,1.2259116667,0.04339167045017567,3.539542989013277,0.8130091667,0.005231673392406811,0.6434950067835208,0.052727281219266314
1.0,1.6383516667,0.053761077409434546,3.281412562525185,1.1027175,0.008107149921622616,0.7351973575845686,0.04910555335919788
3.0,3.4182241667,0.0461769468486491,1.350904580761564,2.3197166667,0.016212535314962986,0.6989015317127817,0.020268242420628624
5.0,4.3787633333,0.057922862353107,1.3228132681346392,2.9819675,0.02370807400628988,0.7950480347720047,0.019868700209052927
7.0,4.938685,0.05942213707152069,1.2031975530231365,3.3667791667,0.03260387793462675,0.9683996579610517,0.018078030882388015
10.0,5.44425,0.03350785948323052,0.6154724614635719,3.7368091667,0.030990997752756187,0.8293438698697192,0.009267577000375319
30.0,6.4519291667,0.07728519599947546,1.197861817801154,4.489855,0.04212541528021723,0.9382355394598986,0.018117459163080257
50.0,6.7296458333,0.06653529863379522,0.9886894538277426,4.649725,0.06867184491244645,1.4769012127049759,0.014919058673295684
