P,q_CO2,CO2_err,q_CH4,CH4_err
1.0,1.76614e-05,1.117e-05,0.0,0.0
2.0,4.59195e-05,3.93337e-05,0.0,0.0
3.0,6.18147e-05,4.32613e-05,1.7661e-06,7.0645e-06
4.0,9.36052e-05,4.68609e-05,0.0,0.0
5.0,0.0001200972,2.3957e-05,1.7661e-06,7.0645e-06
6.0,0.0001324602,7.06454e-05,0.0,0.0
7.0,0.0001395247,3.42466e-05,1.7661e-06,7.0645e-06
8.0,0.0001571861,3.77143e-05,1.7661e-06,7.0645e-06
9.0,0.000169549,3.77143e-05,1.7661e-06,7.0645e-06
10.0,0.0001872104,0.0001184233,5.2984e-06,8.6523e-06
20.0,0.0004150418,0.0001182124,5.2984e-06,8.6523e-06
30.0,0.0006305103,0.0001897589,1.05968e-05,1.73045e-05
40.0,0.0008636402,0.000204567,1.05968e-05,1.73045e-05
50.0,0.0009325195,0.0001256814,1.05968e-05,2.59568e-05
60.0,0.0011303267,0.0002621983,1.41291e-05,2.3957e-05
70.0,0.0013351984,0.0003587299,2.47259e-05,3.60222e-05
80.0,0.001630143,0.0002006255,8.8307e-06,1.57968e-05
90.0,0.0018067565,9.64769e-05,1.23629e-05,2.3957e-05
100.0,0.0023312987,0.0004316024,2.47259e-05,1.32165e-05
200.0,0.0043535238,0.0004486123,4.94518e-05,3.6367e-05
300.0,0.0064834831,0.0016286948,7.771e-05,2.05965e-05
400.0,0.0091309201,0.0003518113,0.0001024359,8.69541e-05
500.0,0.0109147169,0.0011469278,0.0001554199,6.93981e-05
600.0,0.0130464423,0.0021959989,0.0001713151,7.11733e-05
700.0,0.0136098395,0.001769784,0.0001995733,5.86825e-05
800.0,0.0180234119,0.0034232971,0.0002137024,8.00821e-05
900.0,0.0193091585,0.0017599998,0.0002525574,9.25158e-05
1000.0,0.0212731011,0.0035038987,0.0002666864,7.35866e-05
2000.0,0.0444553945,0.0082553288,0.0005616311,0.0001027399
3000.0,0.0649266701,0.0091469897,0.0007982932,8.97781e-05
4000.0,0.0885134085,0.0073990206,0.0011320928,0.0001880416
5000.0,0.1046717814,0.0070282018,0.0014040777,0.0001790691
6000.0,0.1263299,0.0037725479,0.0016584012,0.0002725577
7000.0,0.148528456,0.0172731316,0.0019268537,0.0002081943
8000.0,0.1720003956,0.0079905759,0.0022059031,0.0003735533
9000.0,0.1923815983,0.0289744289,0.00258209,0.0004314
10000.0,0.2119468464,0.0143213149,0.0028028569,0.0003554454
20000.0,0.4000667599,0.051924831,0.00545206,0.0001965416
30000.0,0.569921301,0.0753805293,0.0081683763,0.0004488903
40000.0,0.6954052221,0.0353222833,0.0104431587,0.0007217078
50000.0,0.8688061631,0.0245257725,0.0128680626,0.0001113646
60000.0,1.0158139765,0.0257458413,0.0150810303,0.0008046603
70000.0,1.1230395897,0.1098460317,0.0174352888,0.0005174023
80000.0,1.2258110094,0.0299325605,0.0192756019,0.0013057177
90000.0,1.3222190432,0.0592059416,0.0217693851,0.0006317138
100000.0,1.4616271759,0.0436458438,0.0225199927,0.0007734302
200000.0,2.1452487425,0.0485200718,0.0360468238,0.0012219309
300000.0,2.5160488725,0.0355767551,0.0446743953,0.0013012955
400000.0,2.8113802701,0.0217023892,0.0508911919,0.0031864137
500000.0,3.007290607,0.0674459543,0.0560271137,0.0026341269
1000000.0,3.5048498078,0.0216811359,0.0660552306,0.0022408466
2000000.0,3.7786979343,0.0285790669,0.0768357211,0.0027671008
3000000.0,3.8998495253,0.024381509,0.0807106222,0.0028004337
4000000.0,3.9752105233,0.0243276865,0.0831037357,0.0052031488
5000000.0,4.0102912711,0.0078380397,0.0887182802,0.0063445681
