P,q_CO2,CO2_err,q_CH4,CH4_err
1.0,0.0002366621,0.0001044263,0.0,0.0
2.0,0.0004892195,0.0001554199,0.0,0.0
3.0,0.0006905589,0.0001863754,7.0645e-06,2.05965e-05
4.0,0.0008583418,0.0001309325,1.7661e-06,7.0645e-06
5.0,0.0011674155,0.0004206814,5.2984e-06,8.6523e-06
6.0,0.0015383039,0.0004539209,7.0645e-06,1.32165e-05
7.0,0.0017078529,0.0006536706,2.11936e-05,2.64331e-05
8.0,0.0019992653,0.0003144713,1.58952e-05,7.0645e-06
9.0,0.0021352577,0.0005268178,1.41291e-05,1.80111e-05
10.0,0.0025714932,0.0004273026,8.8307e-06,1.117e-05
20.0,0.0052683819,0.0010348167,2.47259e-05,2.05965e-05
30.0,0.0074831157,0.0013718041,2.29598e-05,2.64331e-05
40.0,0.0103972392,0.0009172077,4.76857e-05,2.3957e-05
50.0,0.0122181248,0.0028326654,3.53227e-05,2.49769e-05
60.0,0.014477012,0.0012121197,5.29841e-05,1.57968e-05
70.0,0.0172233525,0.0026624185,6.88793e-05,2.59568e-05
80.0,0.0205224935,0.0035239248,7.41777e-05,4.55101e-05
90.0,0.0229350345,0.0013269026,8.47745e-05,6.2791e-05
100.0,0.0230180428,0.001888216,0.0001077343,4.23872e-05
200.0,0.0455027128,0.0041594855,0.0002119362,9.67352e-05
300.0,0.0675193568,0.0051809275,0.0002967107,0.0001266702
400.0,0.0904490929,0.0092433838,0.0003973805,0.0001117002
500.0,0.117878942,0.0144947085,0.0005580988,9.4385e-05
600.0,0.138382008,0.0163830765,0.0006852605,0.0001601642
700.0,0.1605169832,0.0241649006,0.0007665028,5.84695e-05
800.0,0.1853046937,0.0150145835,0.00080889,0.0001891002
900.0,0.2010762829,0.0192678409,0.0009307534,0.000262341
1000.0,0.2265828106,0.0245821348,0.0010508506,0.0002318957
2000.0,0.4335367921,0.0475688915,0.0020292896,0.0003913335
3000.0,0.5785170821,0.089463396,0.0032055358,0.0004765294
4000.0,0.7451448937,0.0896661509,0.0042281282,0.0002284809
5000.0,0.862361535,0.030078213,0.0053301967,0.0003953304
6000.0,1.0155543546,0.1111341631,0.006142619,0.0002161911
7000.0,1.0778000311,0.0710820769,0.0070663078,0.000438969
8000.0,1.1911135131,0.072702162,0.0081365858,0.0004967332
9000.0,1.3414257658,0.0455809152,0.009194501,0.0009353117
10000.0,1.3762680852,0.0985313498,0.0098744631,0.0007397051
20000.0,2.0040161919,0.0392494214,0.0173151916,0.0004243726
30000.0,2.4293545835,0.0856255621,0.0227796146,0.0014567609
40000.0,2.6758611676,0.0555737451,0.026306587,0.0007949571
50000.0,2.9065943964,0.0732816339,0.02918892,0.0007993865
60000.0,3.0427687352,0.0131080234,0.0313948231,0.0024419567
70000.0,3.1793775432,0.0473774868,0.0340263649,0.0010726943
80000.0,3.2687139708,0.0657535394,0.0356388465,0.0032367321
90000.0,3.3267898016,0.0370508153,0.0373096106,0.0013868381
100000.0,3.3984560444,0.0299122792,0.0386342122,0.0023033006
200000.0,3.7368617187,0.0313768526,0.0454161721,0.0016875606
300000.0,3.8853795778,0.0140064787,0.0463133689,0.0028596258
400000.0,3.974880256,0.0297758686,0.0470427829,0.0035176062
500000.0,4.0209322369,0.0239692658,0.04893608,0.002243106
1000000.0,4.1547788092,0.0343005785,0.0505326664,0.0049896698
2000000.0,4.260942975,0.0203841776,0.0513291935,0.0027228883
3000000.0,4.3168870804,0.0403779738,0.0545382616,0.00759949
4000000.0,4.3288455832,0.0405579031,0.0647217983,0.0057812106
5000000.0,4.2978905279,0.0545639194,0.0861397225,0.0094415729
