0.000000000000000000e+00,-5.886666105461157983e-01,-1.898288561887258030e+00,-3.646795029367143393e+00,-5.714556015775912101e+00,-8.042486609974954348e+00,-1.058878583820890995e+01,-1.332378226046229130e+01,-1.623236740348716012e+01,-1.930295473730927114e+01,-2.252164218292490006e+01,-2.587778126509746457e+01,-2.936682000705948070e+01,-3.298264804635665115e+01,-3.671589058317337617e+01,-4.056015692842615294e+01,-4.451411610328577950e+01,-4.857618822752057497e+01,-5.274535492504958967e+01,-5.701766310365029256e+01,-6.138338001379454312e+01,-6.583981002573894159e+01,-7.039465955592707758e+01,-7.505224149966814196e+01,-7.980923811719316063e+01,-8.465965476287527736e+01,-8.959736575097807076e+01,-9.461849019689593376e+01,-9.972635566036990440e+01,-1.049225788258634964e+02,-1.102051885306792087e+02,-1.155786319247827265e+02,-1.210542847900042318e+02,-1.266309642192291420e+02,-1.322933738222828310e+02,-1.380443008332718478e+02,-1.439133622099843990e+02,-1.499097898523403956e+02,-1.560091666909491721e+02,-1.622046017376560201e+02,-1.685211734835923210e+02,-1.749852831274434095e+02,-1.816175963926717714e+02,-1.884363823460859066e+02,-1.954521134677924863e+02,-2.026917541022315561e+02,-2.102282028978113431e+02,-2.181977492199587516e+02,-2.268598472066512386e+02
1.938661693185774748e+00,1.347167088766913823e+00,5.316810362271708751e-02,-1.693191352467901201e+00,-3.745629507782649359e+00,-6.046057488454160023e+00,-8.576201857016632957e+00,-1.130904004066432300e+01,-1.421783481601791266e+01,-1.728428544796425825e+01,-2.049569046519079052e+01,-2.384316064167543914e+01,-2.732668026871731115e+01,-3.095157845969660571e+01,-3.470484658067278616e+01,-3.855826893551987666e+01,-4.251352058455920968e+01,-4.659928569742100279e+01,-5.080741986680308031e+01,-5.509435772258011355e+01,-5.945291623875301212e+01,-6.391152290914157419e+01,-6.848043929749726999e+01,-7.314899951874360795e+01,-7.791466991361016881e+01,-8.278259647167158164e+01,-8.775357032190582629e+01,-9.282628002244061349e+01,-9.799564849058405969e+01,-1.032505397304108641e+02,-1.085835168309728118e+02,-1.139953758925613556e+02,-1.194993843884935956e+02,-1.251018297403289239e+02,-1.307983319409809440e+02,-1.365995722092312121e+02,-1.425302517474749209e+02,-1.486008984312709060e+02,-1.547910908385616437e+02,-1.610895788723462658e+02,-1.675301553215195156e+02,-1.741525513186062142e+02,-1.809599659648504257e+02,-1.879354625902723512e+02,-1.951087261352204791e+02,-2.025561022776690550e+02,-2.104079563314125210e+02,-2.190779858740223744e+02,-3.000000000000000000e+00
3.244805673798123014e+00,2.638259600877958189e+00,1.331518933880763811e+00,-4.331738292431146498e-01,-2.497611775823462388e+00,-4.804962712565310490e+00,-7.343533281833864557e+00,-1.008616243392179612e+01,-1.300179629670366666e+01,-1.607064580939598741e+01,-1.928394775903510805e+01,-2.263049993875080190e+01,-2.610610248392494981e+01,-2.972545791609853794e+01,-3.348691537885603964e+01,-3.735141938883960933e+01,-4.131046150137868977e+01,-4.540306958025896478e+01,-4.962935493074487425e+01,-5.393312045851854464e+01,-5.831049484002282668e+01,-6.279320236876328920e+01,-6.738223935549203247e+01,-7.206202334189752889e+01,-7.683793516269741986e+01,-8.172193104711756462e+01,-8.671589164157694540e+01,-9.182372030112452421e+01,-9.703856457816324621e+01,-1.023404943154942544e+02,-1.077246662917122251e+02,-1.131874593841647538e+02,-1.187422308645291480e+02,-1.243977365843837646e+02,-1.301520134594465787e+02,-1.360159039756456139e+02,-1.420034233749018426e+02,-1.481314764695802353e+02,-1.543975312200832093e+02,-1.607927788142693259e+02,-1.673557966230555962e+02,-1.741340116445371677e+02,-1.811327636058936150e+02,-1.883217947121952136e+02,-1.957653712430209794e+02,-2.035711329900693158e+02,-2.119338734102367141e+02,-3.000000000000000000e+00,-3.000000000000000000e+00
4.073160882570332930e+00,3.467870794955333569e+00,2.146797990338017659e+00,3.740791871581981565e-01,-1.695683974952314266e+00,-4.015112514123604370e+00,-6.573556960318434506e+00,-9.331295164709827006e+00,-1.225515975411113345e+01,-1.533512361731589380e+01,-1.856376593728089475e+01,-2.192075409236088390e+01,-2.539559599121994893e+01,-2.900120958653449321e+01,-3.274899150302362472e+01,-3.662217779530072903e+01,-4.060047257457274839e+01,-4.468579965849046687e+01,-4.889195621965184557e+01,-5.321626310683897287e+01,-5.764565237084120497e+01,-6.217006004898755123e+01,-6.678384548614941707e+01,-7.148285010682663199e+01,-7.627396256636275496e+01,-8.116878137111237379e+01,-8.617611210378071007e+01,-9.130113442015762359e+01,-9.653913423333393951e+01,-1.018724758149801488e+02,-1.072950721592572592e+02,-1.128140091592129011e+02,-1.184406157860318700e+02,-1.241776051454018273e+02,-1.300191117727337655e+02,-1.359623613994576203e+02,-1.420182905355309231e+02,-1.482053241527995908e+02,-1.545375408561514519e+02,-1.610269413668611946e+02,-1.677098655271831831e+02,-1.746361643470276590e+02,-1.818366429486375750e+02,-1.893356808436849121e+02,-1.972057824303667815e+02,-2.055953769661588808e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
4.590785478663251595e+00,3.998000825423570159e+00,2.649386219834963807e+00,8.652971932272045530e-01,-1.206302720843283049e+00,-3.536177373430264392e+00,-6.111607899561914969e+00,-8.880749278489837195e+00,-1.181116630438603465e+01,-1.490648830704329164e+01,-1.815997621503815651e+01,-2.154063933375618234e+01,-2.502912851435346298e+01,-2.863133239872355418e+01,-3.236228241951983620e+01,-3.623340607916595246e+01,-4.022865196326355175e+01,-4.431552304110113027e+01,-4.850508797171300301e+01,-5.284375981449472448e+01,-5.731720540566625743e+01,-6.188208347336107806e+01,-6.652641563622177046e+01,-7.125549219549988322e+01,-7.607128528239574905e+01,-8.098247974572562669e+01,-8.600258178572593692e+01,-9.113924284046986202e+01,-9.639284809660230735e+01,-1.017533460531648615e+02,-1.072094476518971646e+02,-1.127770644950736028e+02,-1.184676525900383268e+02,-1.242837071322040572e+02,-1.302174197027591731e+02,-1.362532698319215854e+02,-1.424018712470834203e+02,-1.486803959791660077e+02,-1.551111581891849198e+02,-1.617235837446017115e+02,-1.685494700728303314e+02,-1.756491512000129092e+02,-1.830950304461931637e+02,-1.910032224400029293e+02,-1.995240219931567651e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
4.861008747235404215e+00,4.290157722377633043e+00,2.938457908119995299e+00,1.137468103745390424e+00,-9.598964292957624656e-01,-3.303671239626689182e+00,-5.877557472568048169e+00,-8.647066347578082457e+00,-1.158490897946285081e+01,-1.469330854317070134e+01,-1.796735289547615011e+01,-2.137953445556568610e+01,-2.490232996079171812e+01,-2.852517598829649614e+01,-3.225626951973664092e+01,-3.611782983214210674e+01,-4.011262165914673261e+01,-4.421993501386697289e+01,-4.843486263330977692e+01,-5.278112324341153538e+01,-5.725985446492808961e+01,-6.184482855219896180e+01,-6.652039661698812267e+01,-7.128896900520690849e+01,-7.614706289629670266e+01,-8.109302540416351235e+01,-8.613569552438315213e+01,-9.129112620002860012e+01,-9.656894635700305685e+01,-1.019665975177886850e+02,-1.074713330926079067e+02,-1.130820963436094360e+02,-1.188108883983392161e+02,-1.246766771177157267e+02,-1.306807732536090896e+02,-1.368085702472642424e+02,-1.430648541794696200e+02,-1.494782897638818611e+02,-1.560722681754104713e+02,-1.628666568033688975e+02,-1.698943412072570709e+02,-1.772304952952079589e+02,-1.850144697606499165e+02,-1.935048627853557264e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
4.910645273665448229e+00,4.356938817463634095e+00,3.015906771612919979e+00,1.208229816235515841e+00,-9.132807674848001378e-01,-3.274079930327309373e+00,-5.849100790813926309e+00,-8.619692406034019427e+00,-1.156404588141966272e+01,-1.467779935609896214e+01,-1.795878369035095545e+01,-2.139254926708649407e+01,-2.495397943507936489e+01,-2.861542837728256572e+01,-3.237063737646913353e+01,-3.623705841038315612e+01,-4.023004235213306146e+01,-4.435404839091162188e+01,-4.860048094315863665e+01,-5.295908834331833503e+01,-5.743748284819974259e+01,-6.203267015874190804e+01,-6.673380393611986960e+01,-7.154048812287720693e+01,-7.644805091489936899e+01,-8.144229487611823970e+01,-8.652371986761248479e+01,-9.171124164996358274e+01,-9.702458671118212408e+01,-1.024712622295807734e+02,-1.080404863574775902e+02,-1.137050886053515768e+02,-1.194733879882551690e+02,-1.253845134836241044e+02,-1.314541197176960736e+02,-1.376690145124012759e+02,-1.440312571415452396e+02,-1.505933362695899405e+02,-1.573858080978105534e+02,-1.644115773289835261e+02,-1.717123357851499179e+02,-1.793926524162936289e+02,-1.877199243905175763e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
4.756696485514538608e+00,4.207082948082565110e+00,2.872027571332753659e+00,1.069527549737274041e+00,-1.054032629963950862e+00,-3.426220823308414154e+00,-6.017677482799717481e+00,-8.804976700500624531e+00,-1.176136009962383255e+01,-1.487363298347504958e+01,-1.814466371686884827e+01,-2.157642641597423960e+01,-2.515524110293454996e+01,-2.885475285732567841e+01,-3.265619510658950730e+01,-3.655686669761761465e+01,-4.056364837168055715e+01,-4.468574577019633409e+01,-4.893203592450563377e+01,-5.330688725913572767e+01,-5.780868647644571467e+01,-6.242752260808489240e+01,-6.715478517271471048e+01,-7.198758510188231696e+01,-7.692740201041138448e+01,-8.196973658281694952e+01,-8.710708040692871634e+01,-9.234345569911101848e+01,-9.770328164660998027e+01,-1.032093605920106967e+02,-1.088492971663196727e+02,-1.145866264548579778e+02,-1.204280254444422269e+02,-1.264207639936415433e+02,-1.325808548771856579e+02,-1.388904566766372568e+02,-1.453642969409988552e+02,-1.520667337545700377e+02,-1.590491034512512272e+02,-1.663374934137672483e+02,-1.740039369446272133e+02,-1.822536878697773375e+02,-1.919985153040200032e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
4.427976656638973552e+00,3.873033321498647652e+00,2.533891376410728924e+00,7.362552014512088183e-01,-1.377196941441780176e+00,-3.751120339026826844e+00,-6.361386474632908516e+00,-9.173321600906833240e+00,-1.214815672041110162e+01,-1.526310233867464028e+01,-1.852361521431426183e+01,-2.194322420202405866e+01,-2.552019292799301908e+01,-2.924285557690378923e+01,-3.309062794272864494e+01,-3.704020167781805384e+01,-4.107831270404395241e+01,-4.520367412917887151e+01,-4.944020655567598510e+01,-5.382634517668407881e+01,-5.835731008020724175e+01,-6.300587186879509005e+01,-6.776026574768737021e+01,-7.261584764487926691e+01,-7.758006656409148150e+01,-8.266750991871121812e+01,-8.786646384396712506e+01,-9.316334354672456186e+01,-9.858103257189968360e+01,-1.041550702146737990e+02,-1.098727512503257771e+02,-1.157005030011819144e+02,-1.216452970865998395e+02,-1.277523247785499620e+02,-1.340278868703163653e+02,-1.404540404223658072e+02,-1.470644194552771467e+02,-1.539287615406061605e+02,-1.611249273427779940e+02,-1.687485789275837078e+02,-1.769860245813943322e+02,-1.866682508124827109e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
3.968491363013089579e+00,3.404665581472345437e+00,2.057179231243164264e+00,2.540554733866738912e-01,-1.861752977297719269e+00,-4.238656949119782524e+00,-6.856844879767061585e+00,-9.681713534117337261e+00,-1.267127174483094976e+01,-1.580076132880294359e+01,-1.907081843471320326e+01,-2.249192620406005361e+01,-2.606975664072123777e+01,-2.980347492382008667e+01,-3.367837646722429668e+01,-3.766735833100126030e+01,-4.174491401191673390e+01,-4.590178878097972159e+01,-5.016014275786865539e+01,-5.455825432352506255e+01,-5.910242096701475845e+01,-6.376926581155696994e+01,-6.854254013076037211e+01,-7.342673885472427742e+01,-7.843429932760966494e+01,-8.357171172459487707e+01,-8.882657063122830721e+01,-9.418609905287864592e+01,-9.966902647571922103e+01,-1.053108833457052356e+02,-1.111117458306208192e+02,-1.170460690796898149e+02,-1.231134937015593778e+02,-1.293398191504511487e+02,-1.357381400899536743e+02,-1.423162044849832171e+02,-1.491130356980670797e+02,-1.562061579691340967e+02,-1.637286494524181535e+02,-1.719157159142953049e+02,-1.816232476944376515e+02,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00,-3.000000000000000000e+00
