# LAMMPS data file written by OVITO Pro 3.13.0

124 atoms
4 atom types

0.0 17.87 xlo xhi
0.0 14.9406265415 ylo yhi
0.0 13.8571429693 zlo zhi
-4.2083443949 -4.007104608 -5.9215158861 xy xz yz

Atom Type Labels

1 Li
2 P
3 S
4 Sb

Masses

1 6.941  # Li
2 30.973761  # P
3 32.065  # S
4 121.76  # Sb

Atoms  # atomic

42 3 -2.2550526056 0.4198224576 11.9504000967
43 3 4.2990669579 6.9738723173 11.545771522
44 3 7.8588987662 3.9598158441 9.1415572168
45 3 1.060227359 3.6593448119 10.7642286585
46 3 11.7089176596 2.6638180831 7.6921000623
47 3 7.4209406361 11.1204524436 1.3981857256
48 3 11.6245707153 3.9882589812 9.3826715045
49 3 0.2478665738 0.3766885968 3.9049428887
50 3 -2.6087599846 -2.94909968 11.5443858077
51 3 4.4127655841 -3.3106538893 9.8067000794
52 3 -3.0046069176 10.769424974 0.5099428613
53 3 -4.9874414528 9.0986558569 11.3005000915
54 3 2.7265377196 9.8234060436 8.3073572101
55 3 8.8605761199 13.029668839 3.9964000323
56 3 -3.4302517898 9.1127880515 10.0367286527
57 3 5.8802968758 7.5060123957 2.7589571652
58 3 5.6954009976 7.7206035415 4.8125857532
59 3 -2.2043200505 2.5355461873 9.18451436
60 3 -2.823612203 5.8925981602 7.9470714929
61 3 9.3216280382 10.0066426728 4.0116428896
62 3 1.2062050499 3.9612161538 3.5197143142
63 3 5.4163385383 12.3159060238 5.3835000436
64 3 3.2154109793 6.2778967645 1.7764857287
65 3 5.5216091958 -0.2118589835 4.6144286088
66 3 2.5842490295 6.0855337446 8.1493857802
67 3 0.6414997972 11.9709664638 6.6417286252
68 3 10.8596443881 -2.9847004779 8.4320714968
69 3 13.191993088 1.0975720095 3.5640571717
70 3 6.4851481717 -0.0271258677 0.7732285777
71 3 -0.3446944466 4.2249204994 0.53211429
72 3 9.6364984492 6.6359779769 1.4245142972
73 3 5.2711729317 5.2659448472 10.7351286583
74 3 -2.7030670265 11.6661205236 6.1733571928
75 3 7.5982516543 -3.0867178829 13.1670572494
76 3 -2.0186082078 3.180367521 3.4310285992
77 3 5.0047143701 3.7143722555 4.3456000352
78 3 4.3483628446 0.1803136774 1.091942866
79 3 2.7230511672 1.1640339686 9.3452572185
80 3 0.6115527915 3.4279273498 7.0228000568
81 3 8.086405653 -1.4291560215 7.9595429216
82 3 -5.9005586715 2.0306469976 13.1421143921
83 3 9.2004573772 -3.8532875539 12.00305724
84 3 11.6119112519 4.2410112981 4.3788571783
85 3 3.586571971 0.3020898511 4.6878714665
86 3 7.0390747504 2.5378193597 6.6583571967
87 3 8.302769662 5.3625808117 4.7890286102
88 3 8.8161249765 2.0527248763 1.9372285871
89 3 9.8577072522 0.5145252696 5.6661857601
90 3 3.9214531313 -1.0955690308 13.2834572504
91 3 -2.6331245123 12.7385436055 0.2688285736
92 3 -4.2123698957 8.6280491094 7.0699143429
93 3 -5.7508767925 11.4316185641 6.5682857674
94 3 13.7084147302 -1.0934048588 7.4011000599
95 3 2.6749171681 9.1156082973 0.7649142919
96 3 10.7148059258 10.1938204764 7.5978714901
97 3 3.769949657 2.384263459 12.6432572452
98 3 -1.1955740751 -1.111243533 3.7927000307
99 3 -0.1663206845 10.216411337 2.0453143023
100 3 0.1627663338 -2.3455267125 9.6459572209
101 3 -3.0017558489 6.0741651456 4.8929571825
102 3 10.4636132981 11.9087614593 1.3330571536
103 3 -0.2567996538 8.9467533359 7.8694714923
104 4 -2.3280578617 -1.0119097715 10.0284143669
105 4 11.5449743355 -2.4204393228 13.0728286772
106 4 11.3678229463 -0.5406254081 8.0759429225
107 4 0.8219694478 -3.5799399653 11.6081286654
108 4 9.5785744663 2.506306738 9.9522000805
109 4 1.727020933 1.3657806326 11.5513143792
110 4 4.8152892598 4.4734049931 1.558928584
111 4 8.3011664083 -0.847187712 13.7546001113
112 4 13.23509076 4.5795922074 6.5793714818
113 4 -4.4842082381 1.5812964435 11.0399858036
114 4 7.607550649 5.4242071918 2.3862000193
115 4 2.8941196924 1.7545541493 2.7049143076
116 4 8.6594397593 11.524275392 6.1207000495
117 4 6.6270069212 4.9071750718 6.6763714826
118 4 3.4543191912 6.1942699551 4.2832428918
119 4 -0.425231257 1.4246119054 7.7600000628
120 4 0.4063943561 5.3230367285 8.7729572139
121 4 4.799009797 7.6289973468 9.2330143604
122 4 11.8963291621 2.8236001767 2.4513285913
123 4 6.9471317172 1.7805812173 4.3012571777
124 4 -0.7829004399 10.3250657192 5.0426143265
