Pressure (bar),CO2 Loading,CO2 Std,CO2 CV,H2S Loading,H2S Std,H2S CV,CH4 Loading,CH4 Std,CH4 CV
1e-05,9.1667e-06,6.910948280459276e-06,75.39188890723244,1.125e-05,6.576907433820528e-06,58.46139941173802,1.625e-05,7.77025567181258e-06,47.81695798038512
3e-05,3.04167e-05,9.397526755438327e-06,30.895944515474483,3.875e-05,1.8210582716757835e-05,46.995052172278285,4.625e-05,1.9268526406112384e-05,41.66167871591867
5e-05,5.20833e-05,1.3756570511575887e-05,26.412632286310362,6.16667e-05,1.0311930346237234e-05,16.722040171173802,7.04167e-05,3.012408869687937e-05,42.77975067971003
7e-05,7.41667e-05,1.1548614483793223e-05,15.571158597852166,8.04167e-05,9.634263203056192e-06,11.980425960100566,9.91667e-05,2.9073716707448636e-05,29.318023799772135
0.0001,0.0001016667,1.3491963764238468e-05,13.270779679323189,0.00012125,2.0514312693576785e-05,16.919020778207656,0.0001383333,3.759002647175412e-05,27.173519659947477
0.0003,0.0002870833,2.2999521818569618e-05,8.011445395315443,0.00035,1.898579590895733e-05,5.424513116844952,0.00039875,4.086365898881352e-05,10.24793955832314
0.0005,0.000475,2.863649131184817e-05,6.028735013020667,0.0006054167,3.8361212163994145e-05,6.336332011322804,0.0006425,4.5900933738126455e-05,7.144114200486608
0.0007,0.0006708333,4.066470049081552e-05,6.061819007913817,0.00084125,2.3770224210814497e-05,2.8255838586406536,0.0009025,4.842311531274725e-05,5.365442139916593
0.001,0.0009554167,5.422601780435613e-05,5.675640566504242,0.0012079167,5.945016855178863e-05,4.921710955050843,0.0012845833,0.00011432155294965082,8.89950483940207
0.003,0.0029933333,0.00017303936090880877,5.780825039056251,0.0036970833,0.0001499849845407911,4.056846231752233,0.0039645833,0.00021086225742821964,5.318648681898539
0.005,0.0048608333,0.00013415602365006847,2.7599387876574264,0.00602875,9.700435027390344e-05,1.6090292394593146,0.0065370833,0.00021757609986066228,3.3283360464545755
0.007,0.0068033333,0.00034844020614385534,5.121610110500619,0.00855,0.000179526455093533,2.099724620976994,0.0093291667,0.00017112267367809525,1.8342760846806954
0.01,0.0098654167,0.00019663841637134562,1.9932094340358233,0.012375,0.00031553746467493586,2.549797694342916,0.0131879167,0.00014792499886151953,1.1216707098363727
0.03,0.029805,0.0012979284767897247,4.354734027142173,0.0368516667,0.0008060882485388176,2.1873861367003453,0.03898125,0.0007344744662594243,1.8841737149512248
0.05,0.0497345833,0.0032352847567452716,6.505100761033765,0.06163875,0.0001612201789777381,0.26155653542250307,0.0650133333,0.000427009964153255,0.6568036777669035
0.07,0.0708241667,0.0015945043105554603,2.251356259946593,0.08534375,0.001234946754623472,1.4470265890864558,0.09024,0.0007647107611051746,0.847418839877188
0.1,0.0991125,0.0038474120708858013,3.881863610428353,0.1220508333,0.0016427732531697587,1.3459746310226617,0.128205,0.001228555434387784,0.9582741970966686
0.3,0.2966783333,0.007958279910170604,2.6824607721262956,0.3462166667,0.004004758680952517,1.1567203621721303,0.3655166667,0.0024468769913785454,0.6694296633501625
0.5,0.4657066667,0.01142453808429173,2.4531618078920943,0.5517425,0.0072547405099999,1.314877956655487,0.5732666667,0.0062856804422009695,1.096467108123412
0.7,0.6499991667,0.018074442021677736,2.7806869527910942,0.7418425,0.0085558814013073,1.1533285571138483,0.7654608333,0.005687332252571788,0.7429945472262725
1.0,0.8828841667,0.03557698331826017,4.029632046889914,0.9915433333,0.014054664712826345,1.4174534022683993,1.0094391667,0.0073812019144273945,0.7312181018849895
3.0,1.91391,0.06724537345815017,3.5135076078890943,2.0476375,0.012583290419831902,0.6145272500543628,1.9469633333,0.01786228766171252,0.917443454440248
5.0,2.5257233333,0.03629189194806648,1.4368910271992883,2.6445616667,0.038628547059254115,1.4606786276024528,2.4212783333,0.021979355676084937,0.9077583264097074
7.0,2.8836291667,0.03192669103054087,1.1071704849995498,2.9739016667,0.022565476295287157,0.7587835384055256,2.6870716667,0.02264327212890434,0.8426746636316031
10.0,3.1968491667,0.02941780471658629,0.920212471173712,3.2692066667,0.02887840035821399,0.8833458175761156,2.9150783333,0.01831072215355019,0.6281382542753707
30.0,3.7731075,0.03691485871449793,0.9783675316565438,3.6908408333,0.01971704893909917,0.5342156389190605,3.4663375,0.012731261573842953,0.3672828042232747
50.0,3.9143358333,0.05719736743965721,1.4612279036731677,3.6430633333,0.02068819766837708,0.5678791658457683,3.7541916667,0.029184957947879283,0.7773965886385702
