Pressure (bar),CO2 Loading,CO2 Std,CO2 CV,H2S Loading,H2S Std,H2S CV,CH4 Loading,CH4 Std,CH4 CV
1e-05,3.79167e-05,1.430253840608214e-05,37.720947250372895,3.58333e-05,1.5218311346867268e-05,42.46974559102083,2.54167e-05,5.370026795964643e-06,21.127946570422765
3e-05,0.0001083333,1.2911762120076688e-05,11.918553316548733,0.0001075,3.0950370588565e-05,28.791042407967442,7.58333e-05,1.706081202832729e-05,22.497783992424555
5e-05,0.0001808333,2.6204525736319583e-05,14.490984645150856,0.0001758333,3.265061997145641e-05,18.569076489752746,0.00012625,2.4718056051277036e-05,19.578658258437258
7e-05,0.00025875,2.6118417787186038e-05,10.09407450712504,0.00024375,3.670454033066424e-05,15.058272956169944,0.00018375,2.8032205217928746e-05,15.255621887308163
0.0001,0.0003670833,4.085262363892457e-05,11.128979073394122,0.00034125,1.9730641751462395e-05,5.781873040721582,0.0002633333,4.490855774811214e-05,17.053884847876112
0.0003,0.00108125,9.279287411628099e-05,8.581999918268762,0.0010541667,5.5107959745481675e-05,5.227632379725301,0.0007658333,5.459864210060664e-05,7.129311574804417
0.0005,0.0018154167,0.00012360115450627576,6.808417841825282,0.0017704167,0.00010174254287622584,5.7468133279710845,0.0012883333,7.099403058562968e-05,5.510532917656455
0.0007,0.0025854167,0.000198989106997692,7.696597109382484,0.0025095833,0.000148929779551409,5.934442564684305,0.00181625,7.974611019756276e-05,4.390701180870627
0.001,0.0036791667,0.00010398956565361542,2.826443434966277,0.0036104167,0.0002175408995110165,6.025368193954357,0.0026695833,0.00013701724017127774,5.132532862760931
0.003,0.0111429167,0.0006812628951448604,6.113865099115929,0.01084875,0.00025723505306159806,2.371103150700293,0.0080075,0.00011307326961221155,1.4120920338708904
0.005,0.0184904167,0.0006177564702838874,3.340954832477557,0.0182691667,0.00038961656022952235,2.1326454929634115,0.0132358333,0.00012626639287945706,0.9539738830003024
0.007,0.0263329167,0.0008299902525483062,3.151911586566885,0.0254458333,0.0003926611890988861,1.543125683759337,0.0184654167,0.00032058496927414587,1.736137204388926
0.01,0.0376258333,0.0012787578186326276,3.3986166058749525,0.0364033333,0.00048039463721607703,1.3196446414869296,0.0263675,0.000380525928970996,1.443162715354114
0.03,0.1128691667,0.0045831357065326565,4.0605737071793735,0.1104345833,0.0018323828766118309,1.6592473316389387,0.0787541667,0.0005504986708606623,0.6990089463554217
0.05,0.18692625,0.0030104291118078588,1.610490293261572,0.18134875,0.001853868783395631,1.0222671969868173,0.1291525,0.0011255671857740928,0.8715024376408453
0.07,0.25878125,0.007034577949665263,2.7183491654303635,0.253565,0.0036865581527543777,1.4538907785989303,0.1795008333,0.0005409233702570127,0.30134866803262506
0.1,0.3579608333,0.014847291123300622,4.147741803600451,0.35487125,0.0036669972298512083,1.0333317308322971,0.2519875,0.001961756082960026,0.7785132528240591
0.3,0.9961866667,0.02914301322735135,2.9254570655810355,0.9644241667,0.012082236882673703,1.252792837410521,0.6704591667,0.0066300655197356305,0.9888843122794206
0.5,1.4892033333,0.07302120591428143,4.90337378929109,1.4603316667,0.023825150852511807,1.6314890237469786,0.99119,0.008110606322087837,0.8182695872726558
0.7,1.8868933333,0.05517146568704265,2.9239313486021445,1.8448991667,0.02315254410192984,1.2549490248479627,1.2257891667,0.011034625986115182,0.9002058662193902
1.0,2.3235841667,0.08668315941645939,3.7305797077955014,2.2846675,0.01592407328261561,0.6969974091466531,1.486355,0.010850927041063633,0.7300360304949781
3.0,3.5585958333,0.03155903723309035,0.886839605042325,3.6389016667,0.03518096271089508,0.9668016872464581,2.1818466667,0.011281809043677928,0.5170761637774226
5.0,3.9421116667,0.09548656669612599,2.422218718529077,4.0184683333,0.06713864277602415,1.6707520678877497,2.3706125,0.020209867447090232,0.8525166996753047
7.0,4.1478441667,0.0467168983026159,1.1262934774086168,4.1853591667,0.03216231935181988,0.7684482518899012,2.45708,0.021265404624668995,0.8654746538439528
10.0,4.2416275,0.07991822331403088,1.884140540724778,4.3279566667,0.048880867425741166,1.1294213687913857,2.5585941667,0.014993917495075205,0.5860217181067806
30.0,4.4736083333,0.062321383099997324,1.3930898383771868,4.3838975,0.027756471374253286,0.633145993359865,2.8462258333,0.033775985218382536,1.1866937901839518
50.0,4.5316733333,0.07354579052270285,1.6229278924910113,4.1912375,0.026936305966206123,0.6426814506743205,3.1060941667,0.049990988665870685,1.6094485866467625
